Company,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,Location,site,State,Country
RVSN USSR,05/07/2002,23:02:00,Ariane 42P,"SPOT-5, IDEFIX",Retired,,Success,ELA-2, Guiana Space Centre,, French Guiana
US Air Force,28/08/2002,22:45:00,Ariane 5 G,"Atlantic Bird 1, MSG-1, MFD",Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,06/09/2002,06:44:00,Ariane 44L,Intelsat 906,Retired,,Success,ELA-2, Guiana Space Centre,, French Guiana
US Air Force,11/12/2002,22:22:00,Ariane 5 ECA,"Hot Bird 7, Stentor, MFD-A, MFD-B",Active,200,Failure,ELA-3, Guiana Space Centre,, French Guiana
NASA,17/12/2002,23:04:00,Ariane 44L,NSS-6,Retired,,Success,ELA-2, Guiana Space Centre,, French Guiana
US Air Force,15/02/2003,07:00:00,Ariane 44L,Intelsat 907,Retired,,Success,ELA-2, Guiana Space Centre,, French Guiana
RVSN USSR,09/04/2003,22:52:00,Ariane 5 G,INSAT-3A & Galaxy 12,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,11/06/2003,22:38:00,Ariane 5 G,Optus C1 & BSAT-2c,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,27/09/2003,23:14:00,Ariane 5 G,"Insat 3E, eBird-1, SMART-1",Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,02/03/2004,07:17:00,Ariane 5 G+,Rosetta & Philae,Retired,190,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,18/07/2004,00:44:00,Ariane 5 G+,Anik F2,Retired,190,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,18/12/2004,16:26:00,Ariane 5 G+,"Helios 2A, Essaim-1,2,3,4, PARASOL, Nanosat 01",Retired,190,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,12/02/2005,21:03:00,Ariane 5 ECA,"XTAR-EUR, Maqsat-B2, Sloshsat-FLEVO",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,11/08/2005,08:20:00,Ariane 5 GS,iPStar-1,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,13/10/2005,22:32:00,Ariane 5 GS,Syracuse 3A & Galaxy 15,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,16/11/2005,23:46:00,Ariane 5 ECA,Spaceway-2 & Telkom-2,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,21/12/2005,23:33:00,Ariane 5 GS,INSAT-4A & MSG-2,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,11/03/2006,22:33:00,Ariane 5 ECA,Spainsat & Hot Bird 7A,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,27/05/2006,21:09:00,Ariane 5 ECA,Satmex-6 & Thaicom-5,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,11/08/2006,22:15:00,Ariane 5 ECA,JCSAT-10 & Syracuse 3B,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,13/10/2006,20:56:00,Ariane 5 ECA,"DirecTV-9S, Optus D1, LDREX-2",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,08/12/2006,22:08:00,Ariane 5 ECA,WildBlue-1 & AMC-18,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,11/03/2007,22:03:00,Ariane 5 ECA,Skynet 5A & INSAT-4B,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
NASA,04/05/2007,22:29:00,Ariane 5 ECA,Astra 1L & Galaxy 17,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,14/08/2007,23:44:00,Ariane 5 ECA,Spaceway-3 & BSat-3A,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,05/10/2007,22:02:00,Ariane 5 GS,Intelsat 11 & Optus D2,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,14/11/2007,22:03:00,Ariane 5 ECA,Skynet 5B & Star One C1,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,21/12/2007,21:41:00,Ariane 5 GS,Rascom-QAF1 & Horizons-2,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,09/03/2008,04:03:00,Ariane 5 ES,Jules Verne ATV,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,18/04/2008,22:17:00,Ariane 5 ECA,Star One C2 & Vinasat-1,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,12/06/2008,22:05:00,Ariane 5 ECA,Skynet 5C & Turksat 3A,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,07/07/2008,21:47:00,Ariane 5 ECA,ProtoStar-1 & Badr-6,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,14/08/2008,20:44:00,Ariane 5 ECA,Superbird-7 & AMC-21,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,20/12/2008,22:35:00,Ariane 5 ECA,Hot Bird 9 & Eutelsat W2M,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,12/02/2009,22:09:00,Ariane 5 ECA,"Hot Bird 10, NSS-9, Spirale-A & B",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,14/05/2009,13:12:00,Ariane 5 ECA,Herschel Space Observatory & Planck,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,01/07/2009,19:52:00,Ariane 5 ECA,TerreStar-1,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,21/08/2009,22:09:00,Ariane 5 ECA,JCSAT-12 & Optus D3,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,01/10/2009,21:59:00,Ariane 5 ECA,Amazonas 2 & COMSATBw-1,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
NASA,29/10/2009,20:00:00,Ariane 5 ECA,NSS-12 & Thor-6,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,18/12/2009,16:26:00,Ariane 5 GS,Helios 2B,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,21/05/2010,22:01:00,Ariane 5 ECA,Astra 3B  & COMSATBw-2,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,26/06/2010,21:41:00,Ariane 5 ECA,"Arabsat-5A, COMS-1",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,04/08/2010,20:45:00,Ariane 5 ECA,"Nilesat-201, Rascom-QAF 1R",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,28/10/2010,23:51:00,Ariane 5 ECA,"Eutelsat W3B, BSAT-3B",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,26/11/2010,18:39:00,Ariane 5 ECA,"Intelsat 17, HYLAS-1",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,29/12/2010,21:27:00,Ariane 5 ECA,"Koreasat 6, Hispasat-1E",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,15/02/2011,22:13:00,Ariane 5 ES,Johannes Kepler ATV,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,22/04/2011,21:37:00,Ariane 5 ECA,"Yahsat 1A, Intelsat 28 (New Dawn)",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,20/05/2011,20:38:00,Ariane 5 ECA,"ST-2, GSAT-8",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,06/08/2011,22:52:00,Ariane 5 ECA,"Astra 1N, BSAT-3C (JCSAT-110R)",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,21/09/2011,21:38:00,Ariane 5 ECA,"Arabsat-5C, SES-2",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,21/10/2011,07:30:00,Soyuz ST-B/Fregat-MT,Galileo IOV FM01-FM02,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
General Dynamics,17/12/2011,02:03:00,Soyuz ST-A/Fregat,"Pl??iades 1A, SSOT, Elisa",Active,80,Success,ELS, Guiana Space Centre,, French Guiana
US Air Force,13/02/2012,10:00:00,Vega,"Lares, AlmaSat-1 & 7 cubesats",Active,37,Success,ELV-1 (SLV), Guiana Space Centre,, French Guiana
General Dynamics,23/03/2012,04:34:00,Ariane 5 ES,Edoardo Amaldi ATV,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,15/05/2012,22:13:00,Ariane 5 ECA,"JCSAT-13, Vinasat-2",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,05/07/2012,21:36:00,Ariane 5 ECA,"EchoStar XVII, MSG-3",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,02/08/2012,20:54:00,Ariane 5 ECA,"Intelsat 20, HYLAS 2",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,28/09/2012,21:18:00,Ariane 5 ECA,"Astra 2F, GSAT-10",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,12/10/2012,15:15:00,Soyuz ST-B/Fregat-MT,Galileo IOV FM03-FM04,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
RVSN USSR,10/11/2012,21:05:00,Ariane 5 ECA,"Eutelsat 21B, Star One C3",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,02/12/2012,02:02:00,Soyuz ST-A/Fregat,Pl??iades 1B,Active,80,Success,ELS, Guiana Space Centre,, French Guiana
RVSN USSR,19/12/2012,21:49:00,Ariane 5 ECA,"Skynet 5D, Mexsat-3",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,07/02/2013,21:36:00,Ariane 5 ECA,"Amazonas-3, Azerspace-1 (Africasat-1A)",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,07/05/2013,02:06:00,Vega,"Proba-V, VNREDSat-1A & ESTCube-1",Active,37,Success,ELV-1 (SLV), Guiana Space Centre,, French Guiana
RVSN USSR,05/06/2013,21:52:00,Ariane 5 ES,Albert Einstein ATV,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
NASA,25/06/2013,19:27:00,Soyuz ST-B/Fregat-MT,O3b FM01-FM02/FM04-FM05,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
NASA,25/07/2013,19:54:00,Ariane 5 ECA,"Alphasat I-XL, INSAT-3D",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,29/08/2013,20:30:00,Ariane 5 ECA,"Eutelsat 25B/Es'hail 1, GSAT-7",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,19/12/2013,09:12:00,Soyuz ST-B/Fregat-MT,Gaia,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
RVSN USSR,06/02/2014,21:30:00,Ariane 5 ECA,"ABS-2, Athena-Fidus",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,22/03/2014,22:04:00,Ariane 5 ECA,"Astra 5B, Amazonas 4A",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,03/04/2014,21:02:00,Soyuz ST-A/Fregat-M,Sentinel 1A,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
General Dynamics,30/04/2014,01:35:00,Vega,KazEOSat-1,Active,37,Success,ELV-1 (SLV), Guiana Space Centre,, French Guiana
RVSN USSR,10/07/2014,18:55:00,Soyuz ST-B/Fregat-MT,O3b FM03/FM06-FM08,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
RVSN USSR,29/07/2014,23:47:00,Ariane 5 ES,Georges Lema??tre ATV,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,22/08/2014,12:27:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM01-FM02,Active,30,Partial Failure,ELS, Guiana Space Centre,, French Guiana
RVSN USSR,11/09/2014,22:05:00,Ariane 5 ECA,"MEASAT 3b, Optus 10",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,16/10/2014,21:43:00,Ariane 5 ECA,"Intelsat 30, ARSAT-1",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
NASA,06/12/2014,20:40:00,Ariane 5 ECA,"DirecTV-14, GSAT-16",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,18/12/2014,18:37:00,Soyuz ST-B/Fregat-MT,O3b FM09-FM12,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
RVSN USSR,11/02/2015,13:40:00,Vega,IXV,Active,37,Success,ELV-1 (SLV), Guiana Space Centre,, French Guiana
General Dynamics,27/03/2015,21:46:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM03-FM04,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
RVSN USSR,26/04/2015,20:00:00,Ariane 5 ECA,"Thor 7, SICRAL-2",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,27/05/2015,21:16:00,Ariane 5 ECA,"DirecTV-15, Sky Mexico 1",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,23/06/2015,01:51:00,Vega,Sentinel-2A,Active,37,Success,ELV-1 (SLV), Guiana Space Centre,, French Guiana
NASA,15/07/2015,21:42:00,Ariane 5 ECA,"Star One C4, MSG-4",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,20/08/2015,20:34:00,Ariane 5 ECA,"Eutelsat 8 West B, Intelsat 34",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,11/09/2015,02:08:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM05-FM06,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
RVSN USSR,30/09/2015,20:30:00,Ariane 5 ECA,"NBN Co 1A, ARSAT-2",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,10/11/2015,21:34:00,Ariane 5 ECA,"Arabsat 6B, GSAT-15",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,03/12/2015,04:04:00,Vega,LISA Pathfinder,Active,37,Success,ELV-1 (SLV), Guiana Space Centre,, French Guiana
RVSN USSR,17/12/2015,11:51:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM8-FM9,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
General Dynamics,27/01/2016,23:20:00,Ariane 5 ECA,Intelsat 29e,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,09/03/2016,05:20:00,Ariane 5 ECA,Eutelsat 65 West A,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,25/04/2016,21:02:00,Soyuz ST-A/Fregat-M,"Sentinel 1B, MICROSCOPE & Others",Active,30,Success,ELS, Guiana Space Centre,, French Guiana
General Dynamics,24/05/2016,08:48:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM10/FM11,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
General Dynamics,18/06/2016,05:20:00,Ariane 5 ECA,"EchoStar 18, BRISat",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,24/08/2016,22:16:00,Ariane 5 ECA,"Intelsat 33e, Intelsat 36",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,16/09/2016,01:43:00,Vega,PeruSat-1 and SkySats 4-7,Active,37,Success,ELV-1 (SLV), Guiana Space Centre,, French Guiana
General Dynamics,05/10/2016,20:30:00,Ariane 5 ECA,"Sky Muster II, GSAT-18",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,17/11/2016,13:06:00,Ariane 5 ES,Galileo FOC FM7/FM12-FM14,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,05/12/2016,13:51:00,Vega,G??kt??rk-1A,Active,37,Success,ELV-1 (SLV), Guiana Space Centre,, French Guiana
RVSN USSR,21/12/2016,20:30:00,Ariane 5 ECA,"Star One D1, JCSAT-15",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,28/01/2017,01:03:00,Soyuz ST-B/Fregat-MT,Hispasat AG1,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
US Air Force,14/02/2017,21:39:00,Ariane 5 ECA,Intelsat 32e/SkyBrasil-1 & Telkom-3S,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,07/03/2017,01:49:00,Vega,Sentinel 2B,Active,37,Success,ELV-1 (SLV), Guiana Space Centre,, French Guiana
RVSN USSR,04/05/2017,21:50:00,Ariane 5 ECA,"Koreasat 7, SGDC-1",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
NASA,18/05/2017,11:54:00,Soyuz ST-A/Fregat-M,SES-15,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
General Dynamics,01/06/2017,23:45:00,Ariane 5 ECA,"ViaSat 2, Eutelsat 172B",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,28/06/2017,21:15:00,Ariane 5 ECA,"Hellas Sat 3-Inmarsat S EAN, GSAT-17",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,02/08/2017,01:58:00,Vega,OPSAT 3000 & VEN†æS,Active,37,Success,ELV-1 (SLV), Guiana Space Centre,, French Guiana
General Dynamics,29/09/2017,21:56:00,Ariane 5 ECA,"Intelsat 37e, BSAT-4a",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,08/11/2017,01:42:00,Vega,Mohammed VI-A,Active,37,Success,ELV-1 (SLV), Guiana Space Centre,, French Guiana
RVSN USSR,12/12/2017,18:36:00,Ariane 5 ES,Galileo FOC FM15-FM18,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,25/01/2018,22:20:00,Ariane 5 ECA,SES-14/GOLD & Al Yah-3,Active,200,Partial Failure,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,09/03/2018,17:10:00,Soyuz ST-B/Fregat-MT,O3b FM13-FM16,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
RVSN USSR,05/04/2018,21:34:00,Ariane 5 ECA,Superbird-B3/DSN-1 & HYLAS-4,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,25/07/2018,11:25:00,Ariane 5 ES,Galileo FOC FM19-FM22,Retired,,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,22/08/2018,21:20:00,Vega,ADM-Aeolus,Active,37,Success,ELV-1 (SLV), Guiana Space Centre,, French Guiana
General Dynamics,25/09/2018,22:38:00,Ariane 5 ECA,Horizons-3e & Azerspace 2/Intelsat 38,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,20/10/2018,01:45:00,Ariane 5 ECA,BepiColombo,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,07/11/2018,00:47:00,Soyuz ST-B/Fregat-M,MetOp C,Active,,Success,ELS, Guiana Space Centre,, French Guiana
General Dynamics,21/11/2018,01:42:00,Vega,Mohammed VI-B,Active,37,Success,ELV-1 (SLV), Guiana Space Centre,, French Guiana
RVSN USSR,04/12/2018,20:37:00,Ariane 5 ECA,GSAT-11 & GEO-KOMPSAT 2A,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
US Air Force,19/12/2018,16:37:00,Soyuz ST-A/Fregat-M,CSO 1,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
General Dynamics,05/02/2019,21:01:00,Ariane 5 ECA,GSAT-31 & Hellas-Sat-4,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,27/02/2019,21:37:00,Soyuz ST-B/Fregat-M,OneWeb #1,Active,,Success,ELS, Guiana Space Centre,, French Guiana
NASA,22/03/2019,01:50:00,Vega,PRISMA,Active,37,Success,ELV-1 (SLV), Guiana Space Centre,, French Guiana
General Dynamics,04/04/2019,17:04:00,Soyuz ST-B/Fregat-MT,O3b FM17-FM20,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
General Dynamics,20/06/2019,21:43:00,Ariane 5 ECA,Eutelsat 7C &  AT&T T-16,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,11/07/2019,01:53:00,Vega,Falcon Eye 1,Active,37,Failure,ELV-1 (SLV), Guiana Space Centre,, French Guiana
US Air Force,06/08/2019,19:30:00,Ariane 5 ECA,EDRS-C/HYLAS 3 & Intelsat 39,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,26/11/2019,21:23:00,Ariane 5 ECA,Inmarsat 5 F5 & TIBA-1,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
NASA,18/12/2019,08:54:00,Soyuz ST-A/Fregat-M,"CSG-1, CHEOPS & Others",Active,30,Success,ELS, Guiana Space Centre,, French Guiana
General Dynamics,16/01/2020,21:05:00,Ariane 5 ECA,Eutelsat Konnect BB4A & GSAT-30,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,18/02/2020,22:18:00,Ariane 5 ECA,JCSAT-17 & GEO-KOMPSAT 2B,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,15/08/2020,22:04:00,Ariane 5 ECA,"BSat 4b & Galaxy 30, MEV-2",Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,03/09/2020,01:51:00,Vega,SSMS n°1 PoC,Active,37,Success,ELV-1, Guiana Space Centre,, French Guiana
RVSN USSR,17/11/2020,01:52:00,Vega,Taranis & Seosat,Active,37,Failure,ELV-1, Guiana Space Centre,, French Guiana
General Dynamics,02/12/2020,01:33:00,Soyuz ST-A/Fregat-M,Falcon Eye 2,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
RVSN USSR,29/12/2020,16:42:00,Soyuz ST-A/Fregat-M,CSO-2,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
RVSN USSR,29/04/2021,01:50:00,Vega,Pléiades-Néo 3 & SSMS n°2,Active,37,Success,ELV-1, Guiana Space Centre,, French Guiana
General Dynamics,30/07/2021,21:00:00,Ariane 5 ECA,Eutelsat Quantum & Star One D2,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,17/08/2021,01:47:00,Vega,"Pléiades-Néo 4, BRO-4 & Others",Active,37,Success,ELV-1, Guiana Space Centre,, French Guiana
RVSN USSR,24/10/2021,02:10:00,Ariane 5 ECA,SES-17 & Syracuse-4A,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,16/11/2021,09:27:00,Vega,"CERES 1, 2 & 3",Active,37,Success,ELV-1, Guiana Space Centre,, French Guiana
NASA,05/12/2021,00:19:00,Soyuz ST-B/Fregat-MT,Galileo FOC FM23-FM24,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
RVSN USSR,25/12/2021,12:20:00,Ariane 5 ECA,James Webb Space Telescope (JWST),Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
General Dynamics,10/02/2022,18:09:00,Soyuz ST-B/Fregat-MT,OneWeb #13,Active,30,Success,ELS, Guiana Space Centre,, French Guiana
RVSN USSR,22/06/2022,21:50:00,Ariane 5 ECA,Measat-3d & GSAT-24,Active,200,Success,ELA-3, Guiana Space Centre,, French Guiana
RVSN USSR,13/07/2022,13:13:00,Vega C,LARES 2 & Cubesats,Active,,Success,ELV-1, Guiana Space Centre,, French Guiana
RVSN USSR,10/08/1979,02:28:00,SLV-3,Rohini Technology Payload,Retired,,Failure,SLV LP, Satish Dhawan Space Centre,, India
General Dynamics,26/09/1966,,Lambda-IV S,Osumi,Retired,,Failure,Uchinoura Space Center,,, Japan
US Air Force,20/12/1966,,Lambda-IV S,Osumi,Retired,,Failure,Uchinoura Space Center,,, Japan
RVSN USSR,03/04/1967,,Lambda-IV S,Osumi,Retired,,Failure,Uchinoura Space Center,,, Japan
RVSN USSR,22/09/1969,,Lambda-IV S,Osumi,Retired,,Failure,Uchinoura Space Center,,, Japan
NASA,11/02/1970,04:25:00,Lambda-IV S,Osumi,Retired,,Success,Uchinoura Space Center,,, Japan
RVSN USSR,22/09/1970,05:00:00,Mu-IV S,Shinsei,Retired,,Failure,Mu Pad, Uchinoura Space Center,, Japan
General Dynamics,16/02/1971,04:00:00,Mu-IV S,Tansei 1,Retired,,Success,Mu Pad, Uchinoura Space Center,, Japan
General Dynamics,21/02/1971,05:00:00,Mu-III C,Hakucho,Retired,,Success,Mu Pad, Uchinoura Space Center,, Japan
NASA,28/09/1971,04:00:00,Mu-IV S,Shinsei,Retired,,Success,Mu Pad, Uchinoura Space Center,, Japan
RVSN USSR,19/08/1972,02:40:00,Mu-IV S,Denpa,Retired,,Success,Mu Pad, Uchinoura Space Center,, Japan
RVSN USSR,04/02/1974,05:00:00,Mu-III H,Tansei 2,Retired,,Success,Mu Pad, Uchinoura Space Center,, Japan
Martin Marietta,24/02/1975,05:25:00,Mu-III C,Taiyo,Retired,,Success,Mu Pad, Uchinoura Space Center,, Japan
RVSN USSR,09/09/1975,05:30:00,N-I,Kiku 1,Retired,,Success,LA-Y1, Tanegashima Space Center,, Japan
